company_permalink,company_name,company_category_code,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_code,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,acquired_quarter,acquired_year,price_amount,price_currency_code
/company/surewest-broadband,SureWest Broadband,network_hosting,USA,CA,Sacramento,Roseville,/company/yonder-media,Yonder Media,network_hosting,USA,NV,Reno,Reno,2009-08-03,2009-08,2009-Q3,2009,,USD
/company/surface-logix,Surface Logix,biotech,USA,MA,Boston,Brighton,/company/nano-terra,Nano Terra,biotech,USA,MA,Boston,Cambridge,2011-04-12,2011-04,2011-Q2,2011,,USD
/company/surgient,Surgient,software,USA,TX,Austin,Austin,/company/quest-software,Quest Software,software,USA,CA,Los Angeles,Aliso Viejo,2010-11-10,2010-11,2010-Q4,2010,35000000,USD
/company/sphere,Surphace,web,USA,NY,New York,New York,/company/aol,AOL,web,USA,NY,New York,New York,2008-04-01,2008-04,2008-Q2,2008,25000000,USD
/company/svpply,Svpply,web,USA,NY,New York,New York,/company/ebay,eBay,web,USA,CA,SF Bay,San Jose,2012-09-06,2012-09,2012-Q3,2012,,USD
/company/swapdrive,SwapDrive,web,USA,DC,Washington DC,Washington,/company/symantec,Symantec,security,USA,CA,SF Bay,Mountain View,2008-06-01,2008-06,2008-Q2,2008,123000000,USD
/company/swapthing,SwapThing,,USA,CA,SF Bay,Cupertino,/company/ingk-labs,Ingk Labs,news,USA,NY,New York,New York,2011-12-21,2011-12,2011-Q4,2011,,USD
/company/sweetspot,SweetSpot Diabetes Care,web,USA,OR,Portland,Portland,/company/dexcom,Dexcom,hardware,USA,CA,San Diego,San Diego,2012-02-01,2012-02,2012-Q1,2012,8500000,USD
/company/swell-software,Swell Software,software,USA,MI,Port Huron,Port Huron,/company/freescale,Freescale Semiconductor,semiconductor,USA,TX,Austin,Austin,2010-09-21,2010-09,2010-Q3,2010,,USD
/company/switch-data,Switch and Data,network_hosting,USA,FL,Tampa,Tampa,/company/equinix,Equinix,network_hosting,USA,CA,SF Bay,Foster City,2009-10-21,2009-10,2009-Q4,2009,689000000,USD
/company/swk-technologies,SWK Technologies,consulting,USA,NJ,Livingston,Livingston,/company/silversun-technologies,SilverSun Technologies,software,USA,NJ,Livingston,Livingston,2012-03-20,2012-03,2012-Q1,2012,,USD
/company/sword-insurance,Sword Insurance,,USA,MA,Boston,Boston,/company/thomas-h-lee-partners,Thomas H. Lee Partners,,USA,MA,Boston,Boston,2011-05-27,2011-05,2011-Q2,2011,,USD
/company/swype,Swype,software,USA,WA,Seattle,Seattle,/company/nuance,Nuance Communications,software,USA,MA,Boston,Burlington,2011-10-06,2011-10,2011-Q4,2011,,USD
/company/syagen-technology,Syagen Technology,hardware,USA,CA,Los Angeles,Tustin,/company/morpho-detection,Morpho Detection,hardware,USA,CA,SF Bay,Newark,2011-07-26,2011-07,2011-Q3,2011,,USD
/company/sybari,Sybari,software,USA,NY,East Northport,East Northport,/company/microsoft,Microsoft,software,USA,WA,Seattle,Redmond,2005-02-08,2005-02,2005-Q1,2005,,USD
/company/sybase,Sybase,software,USA,CA,SF Bay,Dublin,/company/sap,SAP,enterprise,DEU,,Walldorf,Walldorf,2010-05-12,2010-05,2010-Q2,2010,5800000000,USD
/company/syclo,Syclo,mobile,USA,IL,Chicago,Hoffman Estates,/company/sap,SAP,enterprise,DEU,,Walldorf,Walldorf,2012-04-10,2012-04,2012-Q2,2012,,USD
/company/symphony-dynamo,Symphony Dynamo,biotech,USA,MD,Washington DC,Rockville,/company/dynavax-technologies,Dynavax Technologies,biotech,USA,CA,SF Bay,Berkeley,2009-11-10,2009-11,2009-Q4,2009,,USD
/company/symphony-vida,Symphony Vida,biotech,USA,MD,Washington DC,Rockville,/company/oxigene,Oxigene,biotech,USA,CA,SF Bay,South San Francisco,2009-07-03,2009-07,2009-Q3,2009,34200000,USD
/company/symwave,Symwave,semiconductor,USA,CA,Los Angeles,Laguna Niguel,/company/smsc,SMSC,semiconductor,USA,NY,Hauppauge,Hauppauge,2010-11-16,2010-11,2010-Q4,2010,8300000,USD
/company/symyx,Symyx,biotech,USA,CA,SF Bay,Sunnyvale,/company/accelrys,Accelrys,software,USA,CA,San Diego,San Diego,2010-07-01,2010-07,2010-Q3,2010,,USD
/company/synapsis-technology,Synapsis Technology,consulting,USA,PA,Philadelphia,Spring House,/company/parametric-technology,Parametric Technology (PTC),software,USA,MA,Boston,Needham,2008-11-23,2008-11,2008-Q4,2008,10000000,USD
/company/synapticmash,SynapticMash,software,USA,WA,Seattle,Seattle,/company/promethean,Promethean,,,,unknown,,2010-07-29,2010-07,2010-Q3,2010,10000000,USD
/company/syncdog,syncdog,,USA,WA,Washington - Other,,/company/integricell,IntegriCell,,USA,DC,Washington DC,Washington,2013-05-15,2013-05,2013-Q2,2013,,USD
/company/synchris,Synchris,software,USA,VA,Washington DC,Sterling,/company/springcm,SpringCM,enterprise,USA,IL,Chicago,Chicago,2008-02-22,2008-02,2008-Q1,2008,,USD
/company/syncplicity,Syncplicity,enterprise,USA,CA,SF Bay,Menlo Park,/company/emc,EMC,enterprise,USA,MA,Boston,Hopkinton,2012-05-21,2012-05,2012-Q2,2012,,USD
/company/syniverse-technologies,Syniverse,public_relations,USA,FL,Tampa,Tampa,/company/the-carlyle-group,The Carlyle Group,other,ITA,,Italy - Other,,2011-01-13,2011-01,2011-Q1,2011,,USD
/company/sypixx-networks,Sypixx Networks,,USA,CT,Waterbury,Waterbury,/company/cisco,Cisco,network_hosting,USA,CA,SF Bay,San Jose,2006-03-07,2006-03,2006-Q1,2006,,USD
/company/systech-integrators,Systech Integrators,,USA,CA,SF Bay,San Jose,/company/softtek,Softtek,software,MEX,,Monterrey,Monterrey,2013-02-07,2013-02,2013-Q1,2013,,USD
/company/system-innovators,System Innovators,software,USA,FL,Jacksonville,Jacksonville,/company/harris-computer-systems,Harris Computer Systems,software,CAN,,Ontario,Ontario,2008-04-04,2008-04,2008-Q2,2008,,USD
/company/systems-pathology-company,Systems Pathology Company,software,USA,WA,Seattle,Seattle,/company/charles-river-laboratories-international,Charles River Laboratories International,biotech,USA,MA,Boston,Wilmington,2009-08-01,2009-08,2009-Q3,2009,24000000,USD
/company/systemware-inc,"SystemWare, Inc.",,USA,CA,Santa Barbara,Camarillo,/company/caci-international,CACI International,software,USA,VA,Washington DC,Arlington,2010-02-01,2010-02,2010-Q1,2010,,USD
/company/t-mobile,T-Mobile,public_relations,USA,WA,Seattle,Bellevue,/company/at-t,AT&T,mobile,USA,TX,Dallas,Dallas,2011-03-20,2011-03,2011-Q1,2011,39000000000,USD
/company/tabblo,Tabblo,web,USA,MA,Boston,Boston,/company/hewlett-packard,Hewlett-Packard,web,USA,CA,SF Bay,Palo Alto,2007-03-20,2007-03,2007-Q1,2007,,USD
/company/tableau,Tableau,,USA,WI,Milwaukee,Waukesha,/company/guidance-software,Guidance Software,software,USA,CA,Los Angeles,Pasadena,2010-05-10,2010-05,2010-Q2,2010,12300000,USD
/company/tacit-software,Tacit Software,software,USA,CA,SF Bay,Palo Alto,/company/oracle,Oracle Corporation,enterprise,USA,CA,SF Bay,Redwood City,2008-11-03,2008-11,2008-Q4,2008,,USD
/company/tacoda,Tacoda,web,USA,NY,New York,New York,/company/aol,AOL,web,USA,NY,New York,New York,2007-07-24,2007-07,2007-Q3,2007,275000000,USD
/company/tactx-medical,Tactx Medical,biotech,USA,CA,SF Bay,Campbell,/company/creganna,Creganna,biotech,USA,MA,Boston,Marlborough,2010-01-04,2010-01,2010-Q1,2010,,USD
/company/tag-networks,Tag Networks,games_video,USA,CA,SF Bay,Mountain View,/company/activevideo,ActiveVideo Networks,web,USA,CA,SF Bay,San Jose,2010-05-05,2010-05,2010-Q2,2010,,USD
/company/tagline-communications,Tagline Communications,public_relations,USA,CA,Los Angeles,Los Angeles,/company/voice-mobility,Voice Mobility,,CAN,,Victoria,"Victoria, BC",2011-03-07,2011-03,2011-Q1,2011,,USD
/company/tagtile,Tagtile,mobile,USA,CA,SF Bay,San Francisco,/company/facebook,Facebook,social,USA,CA,SF Bay,Menlo Park,2012-04-13,2012-04,2012-Q2,2012,,USD
/company/takkle,Takkle,web,USA,,TBD,,/company/alloy,Alloy,news,USA,,United States - Other,,2009-02-05,2009-02,2009-Q1,2009,,USD
/company/talcomp-management-solutions,Talcomp Management Solutions,enterprise,USA,TX,Houston,Houston,/company/extreme-technologies,Extreme Technologies,enterprise,USA,TX,Houston,Houston,2009-03-03,2009-03,2009-Q1,2009,,USD
/company/talecris-biotherapeutics,Talecris Biotherapeutics,biotech,USA,NC,Raleigh-Durham,Research Triangle Park,/company/grifols,Grifols,biotech,ESP,,Barcelona,Barcelona,2011-06-07,2011-06,2011-Q2,2011,3400000000,USD
/company/talentspring,TalentSpring,web,USA,WA,Seattle,Seattle,/company/talent-technology,Talent Technology,software,CAN,,SF Bay,Richmond,2010-10-19,2010-10,2010-Q4,2010,,USD
/company/taleo,Taleo,software,USA,CA,SF Bay,Dublin,/company/oracle,Oracle Corporation,enterprise,USA,CA,SF Bay,Redwood City,2012-02-09,2012-02,2012-Q1,2012,1900000000,USD
/company/taligen-therapeutics,Taligen Therapeutics,biotech,USA,MA,Boston,Cambridge,/company/alexion-pharmaceuticals,Alexion Pharmaceuticals,biotech,USA,CT,Cheshire,Cheshire,2011-01-31,2011-01,2011-Q1,2011,111000000,USD
/company/talisma,Talisma,software,USA,FL,Palm Beach,Boca Raton,/company/campus-management,Campus Management,software,USA,FL,Palm Beach,Boca Raton,2008-11-14,2008-11,2008-Q4,2008,,USD
/company/talkbin,TalkBin,messaging,USA,CA,SF Bay,Mountain View,/company/google,Google,search,USA,CA,SF Bay,Mountain View,2011-04-01,2011-04,2011-Q2,2011,,USD
/company/talking-blocks,Talking Blocks,software,USA,CA,SF Bay,San Francisco,/company/hewlett-packard,Hewlett-Packard,web,USA,CA,SF Bay,Palo Alto,2003-09-03,2003-09,2003-Q3,2003,,USD
/company/talon-therapeutics,TALON THERAPEUTICS,biotech,USA,CA,SF Bay,South San Francisco,/company/spectrum-pharmaceuticals,Spectrum Pharmaceuticals,biotech,USA,NV,Las Vegas,Henderson,2013-07-17,2013-07,2013-Q3,2013,11300000,USD
/company/tamale-software,Tamale Software,software,USA,NY,New York,New York,/company/advent-software,Advent Software,software,USA,CA,SF Bay,San Francisco,2008-09-01,2008-09,2008-Q3,2008,70000000,USD
/company/tamarac,Tamarac,software,USA,WA,Seattle,Seattle,/company/envestnet,Envestnet,,USA,IL,Chicago,Chicago,2012-02-16,2012-02,2012-Q1,2012,54000000,USD
/company/tandberg,Tandberg,public_relations,USA,NY,New York,New York,/company/cisco,Cisco,network_hosting,USA,CA,SF Bay,San Jose,2009-10-01,2009-10,2009-Q4,2009,3400000000,USD
/company/tangosol,Tangosol,,USA,MA,Boston,Somerville,/company/oracle,Oracle Corporation,enterprise,USA,CA,SF Bay,Redwood City,2007-03-23,2007-03,2007-Q1,2007,,USD
/company/metamoorephosis-games,Tap.Me,games_video,USA,IL,Chicago,Chicago,/company/mediamath,MediaMath,advertising,USA,NY,New York,New York,2012-12-05,2012-12,2012-Q4,2012,,USD
/company/tap11,Tap11,software,USA,CA,SF Bay,San Francisco,/company/avos,AVOS Systems,software,USA,CA,SF Bay,San Mateo,2011-05-09,2011-05,2011-Q2,2011,,USD
/company/tapatap,Tapatap,mobile,USA,CA,SF Bay,San Mateo,/company/limelife,LimeLife,news,USA,CA,SF Bay,Menlo Park,2009-03-23,2009-03,2009-Q1,2009,,USD
/company/tapengage,TapEngage,advertising,USA,CA,SF Bay,San Francisco,/company/dropbox,Dropbox,software,USA,CA,SF Bay,San Francisco,2013-01-03,2013-01,2013-Q1,2013,,USD
/company/tapestry-solutions,Tapestry Solutions,software,USA,CA,San Diego,San Diego,/company/boeing-defense-space-security,"Boeing Defense, Space & Security",other,USA,MO,Saint Louis,St. Louis,2008-09-26,2008-09,2008-Q3,2008,,USD
/company/tapit,TapIt!,advertising,USA,CA,Los Angeles,Irvine,/company/phunware,Phunware,mobile,USA,TX,Austin,Austin,2013-01-02,2013-01,2013-Q1,2013,,USD
/company/tapmetrics,TapMetrics,enterprise,USA,,Chico,"Chico,",/company/millennial-media,Millennial Media,advertising,USA,MD,Baltimore,Baltimore,2010-02-23,2010-02,2010-Q1,2010,,USD
/company/tappin,TappIn,enterprise,USA,WA,Seattle,Seattle,/company/globalscape,GlobalSCAPE,software,USA,TX,San Antonio,San Antonio,2011-12-05,2011-12,2011-Q4,2011,17000000,USD
/company/tapulous,Tapulous,mobile,USA,CA,SF Bay,Palo Alto,/company/the-walt-disney-company,The Walt Disney Company,games_video,USA,CA,Los Angeles,Burbank,2010-07-01,2010-07,2010-Q3,2010,,USD
/company/targegen,TargeGen,biotech,USA,CA,San Diego,San Diego,/company/sanofi-aventis,Sanofi Aventis,biotech,FRA,,Paris,Paris,2010-06-30,2010-06,2010-Q2,2010,635000000,USD
/company/targetrx,TargetRx,,USA,PA,Philadelphia,Horsham,/company/impactrx,ImpactRx,biotech,USA,NJ,Mount Laurel,Mount Laurel,2011-09-13,2011-09,2011-Q3,2011,,USD
/company/targusinfo,TARGUSinfo,consulting,USA,VA,Washington DC,McLean,/company/neustar,Neustar,public_relations,USA,VA,Washington DC,Sterling,2011-10-11,2011-10,2011-Q4,2011,650000000,USD
/company/tasty-labs,Tasty Labs,web,USA,CA,SF Bay,Mountain View,/company/walmartlabs,@WalmartLabs,,,,unknown,,2013-05-14,2013-05,2013-Q2,2013,,USD
/company/tatara-systems,Tatara Systems,mobile,USA,MA,Boston,Acton,/company/taqua,Taqua,public_relations,USA,TX,Dallas,Richardson,2011-07-21,2011-07,2011-Q3,2011,,USD
/company/tatto-media,Tatto Media,advertising,USA,MA,Boston,Boston,/company/ozura,Ozura World,finance,HKG,,Hong Kong - Other,,2011-04-11,2011-04,2011-Q2,2011,60000000,USD
/company/tavilo,Tavilo,software,USA,GA,Atlanta,Atlanta,/company/compliance-360,Compliance 360,software,USA,GA,Atlanta,Alpharetta,2009-01-02,2009-01,2009-Q1,2009,,USD
/company/tbwa-worldwide,TBWA Worldwide,advertising,USA,NY,New York,New York,/company/omnicom-group,Omnicom Group,,USA,NY,New York,New York,1993-05-26,1993-05,1993-Q2,1993,,USD
/company/teachstreet,TeachStreet,web,USA,WA,Seattle,Seattle,/company/amazon,Amazon,ecommerce,USA,WA,Seattle,Seattle,2012-01-31,2012-01,2012-Q1,2012,,USD
/company/tealeaf,Tealeaf,advertising,USA,CA,SF Bay,San Francisco,/company/ibm,IBM,software,USA,NY,New York,Armonk,2012-05-02,2012-05,2012-Q2,2012,,USD
/company/teamstaff-rx,TeamStaff Rx,,USA,FL,Tampa,Clearwater,/company/advantage-rn,Advantage RN,,USA,OH,Cincinnati,West Chester,2009-12-30,2009-12,2009-Q4,2009,,USD
/company/tech-for-less,Tech for Less,hardware,USA,CO,Colorado Springs,Colorado Springs,/company/moduslink-global-solutions,ModusLink Global Solutions,enterprise,USA,MA,Boston,Waltham,2009-12-07,2009-12,2009-Q4,2009,30000000,USD
/company/tech-world-capital,Tech World Capital,other,USA,VA,Washington DC,Vienna,/company/mistral-ventures,Mistral Ventures,other,CAN,,Vancouver,"Vancouver, BC",2010-06-04,2010-06,2010-Q2,2010,,USD
/company/tech2000,Tech2000,software,USA,VA,Washington DC,Herndon,/company/u-s-boston-capital,U.S. Boston Capital,finance,USA,MA,Lincoln,Lincoln,2013-09-15,2013-09,2013-Q3,2013,,USD
/company/techcrunch,TechCrunch,news,USA,CA,SF Bay,San Francisco,/company/aol,AOL,web,USA,NY,New York,New York,2010-09-28,2010-09,2010-Q3,2010,,USD
/company/technologies-and-devices-international,Technologies and Devices International,semiconductor,USA,MD,Washington DC,Silver Spring,/company/oxford-instruments,Oxford Instruments,semiconductor,GBR,,London,Abingdon,2008-04-01,2008-04,2008-Q2,2008,8200000,USD
/company/technology-associates,Technology Associates,security,USA,VA,Washington DC,Reston,/company/raytheon,Raytheon,security,USA,MA,Boston,Waltham,2010-10-04,2010-10,2010-Q4,2010,,USD
/company/technologyguide,TechnologyGuide,web,USA,OH,Cincinnati,Cincinnati,/company/techtarget,TechTarget,enterprise,USA,MA,Boston,Newton,2007-04-01,2007-04,2007-Q2,2007,15000000,USD
/company/techrigy,Techrigy,web,USA,NY,Rochester,Pittsford,/company/alterian,Alterian,web,GBR,,Bristol,Bristol,2009-07-15,2009-07,2009-Q3,2009,,USD
/company/techteam-global,TechTeam Global,enterprise,USA,MI,Detroit,Southfield,/company/jacobs-engineering-group,Jacobs Engineering Group,other,USA,CA,Los Angeles,Pasadena,2010-06-04,2010-06,2010-Q2,2010,,USD
/company/techwell,Techwell,,USA,CA,SF Bay,San Jose,/company/intersil,Intersil,semiconductor,USA,CA,SF Bay,Milpitas,2010-04-27,2010-04,2010-Q2,2010,,USD
/company/tegic,Tegic,software,USA,MA,Boston,Burlington,/company/nuance,Nuance Communications,software,USA,MA,Boston,Burlington,2007-06-21,2007-06,2007-Q2,2007,,USD
/company/tegrity,Tegrity,software,USA,CA,SF Bay,Santa Clara,/company/mcgraw-hill-education,McGraw-Hill Education,,USA,OH,Columbus,Columbus,2010-10-01,2010-10,2010-Q4,2010,,USD
/company/tejas-technologies,Tejas Technologies,consulting,USA,AZ,Little Rock,Little Rock,/company/arc-international,ARC International,hardware,GBR,,London,Cambridge,2007-04-01,2007-04,2007-Q2,2007,5000000,USD
/company/tek-tools-software,Tek-Tools Software,software,USA,TX,Dallas,Dallas,/company/solarwinds,SolarWinds,software,USA,TX,Austin,Austin,2010-01-27,2010-01,2010-Q1,2010,42000000,USD
/company/tekelec-international,Tekelec International,public_relations,USA,NC,Raleigh-Durham,Morrisville,/company/oracle,Oracle Corporation,enterprise,USA,CA,SF Bay,Redwood City,2013-03-25,2013-03,2013-Q1,2013,,USD
/company/tekgiants,tekGIANTS,consulting,USA,FL,Orlando,Longwood,/company/spiderhost,Spiderhost,enterprise,USA,FL,Orlando,Lake Mary,2009-02-11,2009-02,2009-Q1,2009,,USD
/company/teknovus,Teknovus,semiconductor,USA,CA,SF Bay,Petaluma,/company/broadcom,Broadcom,mobile,USA,CA,Los Angeles,Irvine,2010-03-08,2010-03,2010-Q1,2010,123000000,USD
/company/telcordia-technologies,Telcordia Technologies,,USA,NJ,piscataway,Piscataway,/company/ericsson,Ericsson,mobile,SWE,,Stockholm,Stockholm,2011-06-14,2011-06,2011-Q2,2011,,USD
/company/telecis,TeleCIS Wireless,semiconductor,USA,CA,SF Bay,Campbell,/company/qualcomm,Qualcomm,public_relations,USA,CA,San Diego,San Diego,2007-04-01,2007-04,2007-Q2,2007,,USD
/company/telecotech,TelecoTech,public_relations,USA,MD,Washington DC,Capitol Heights,/company/ijj-corp,IJJ CORP,,USA,MD,Washington DC,Capital Heights,2009-10-13,2009-10,2009-Q4,2009,,USD
/company/teledex,Teledex,public_relations,USA,CA,SF Bay,San Jose,/company/telematrix,TeleMatrix,public_relations,USA,CO,Colorado Springs,Colorado Springs,2009-11-07,2009-11,2009-Q4,2009,,USD
/company/telekol-corporation,Telekol Corporation,,USA,MA,Boston,Waltham,/company/nokia,Nokia,mobile,FIN,,Finland - Other,,1999-10-22,1999-10,1999-Q4,1999,,USD
/company/telemetric,Telemetric,public_relations,USA,ID,Boise,Boise,/company/sensus-metering-systems,Sensus Metering Systems,other,USA,NC,Raliegh,Raliegh,2009-07-01,2009-07,2009-Q3,2009,,USD
/company/teletech,TeleTech,software,USA,CO,Denver,Englewood,/company/webmetro,WebMetro,advertising,USA,CA,Los Angeles,San Dimas,2013-07-30,2013-07,2013-Q3,2013,,USD
/company/tellme,Tellme,mobile,USA,CA,SF Bay,Mountain View,/company/microsoft,Microsoft,software,USA,WA,Seattle,Redmond,2007-03-14,2007-03,2007-Q1,2007,800000000,USD
/company/tellme,Tellme,mobile,USA,CA,SF Bay,Mountain View,/company/24-7-customer,[24]7,software,USA,CA,SF Bay,Campbell,2012-02-01,2012-02,2012-Q1,2012,,USD
/company/tello,Tello,web,USA,CA,SF Bay,Palo Alto,/company/urban-airship,Urban Airship,mobile,USA,OR,Portland,Portland,2012-12-04,2012-12,2012-Q4,2012,,USD
/company/telovations,Telovations,public_relations,USA,FL,Tampa,Tampa,/company/bright-house-networks,Bright House Networks,,,,unknown,,2012-11-26,2012-11,2012-Q4,2012,,USD
/company/telplexus,TelPlexus,,USA,TN,Nashville,Murfreesboro,/company/osmose-utilities-services,Osmose Utilities Services,,USA,GA,Atlanta,Tyrone,2011-09-07,2011-09,2011-Q3,2011,,USD
/company/telworx-communications,TelWorx,public_relations,USA,NC,Lexington,Lexington,/company/pctel,PCTEL,software,USA,IL,Chicago,Bloomingdale,2012-07-09,2012-07,2012-Q3,2012,,USD
/company/telx,Telx,consulting,USA,NY,New York,New York,/company/abry-partners,ABRY Partners,other,USA,MA,Boston,Boston,2011-08-08,2011-08,2011-Q3,2011,,USD
/company/tensilica,Tensilica,software,USA,CA,SF Bay,Santa Clara,/company/cadence-design-systems,Cadence Design Systems,hardware,GBR,,Berkshire,Berkshire,2013-03-11,2013-03,2013-Q1,2013,380000000,USD
/company/teoma-technologies,Teoma Technologies,,USA,NJ,piscataway,Piscataway,/company/ask-com,Ask.com,web,USA,CA,SF Bay,Oakland,2001-09-01,2001-09,2001-Q3,2001,4000000,USD
/company/teracent,Teracent,advertising,USA,CA,SF Bay,San Mateo,/company/google,Google,search,USA,CA,SF Bay,Mountain View,2009-11-23,2009-11,2009-Q4,2009,,USD
/company/teradata,Teradata,consulting,USA,OH,Miamisburg,Miamisburg,/company/xkoto,xkoto,software,USA,MA,Boston,Waltham,2010-05-01,2010-05,2010-Q2,2010,,USD
/company/teradek,Teradek,mobile,USA,CA,Los Angeles,Irvine,/company/vitec-group,Vitec Group,web,USA,,SF Bay,Richmond,2013-08-29,2013-08,2013-Q3,2013,30400000,USD
/company/teranetics,Teranetics,semiconductor,USA,CA,SF Bay,San Jose,/company/plx-technology,PLX Technology,semiconductor,USA,CA,SF Bay,Sunnyvale,2010-09-27,2010-09,2010-Q3,2010,53800000,USD
/company/terawave-communications,Terawave Communications,public_relations,USA,CA,SF Bay,Hayward,/company/occam-networks,Occam Networks,hardware,USA,CA,Santa Barbara,Santa Barbara,2007-10-29,2007-10,2007-Q4,2007,3200000,USD
/company/tercica,Tercica,biotech,USA,CA,SF Bay,Brisbane,/company/ipsen,Ipsen,biotech,FRA,,Paris,Boulogne-Billancourt,2008-06-04,2008-06,2008-Q2,2008,480300000,USD
/company/teres-solutions,Teres Solutions,software,USA,TX,Austin,Austin,/company/crif,CRiF,software,ITA,,Bologna,Bologna,2008-07-01,2008-07,2008-Q3,2008,,USD
/company/teridian-semiconductor,Teridian Semiconductor,semiconductor,USA,CA,Los Angeles,Irvine,/company/maxim-integrated-products,Maxim Integrated Products,semiconductor,USA,CA,SF Bay,Sunnyvale,2010-04-12,2010-04,2010-Q2,2010,315000000,USD
/company/terra-nova-financial,Terra Nova Financial,,USA,IL,Chicago,Chicago,/company/lightspeed-financial,Lightspeed Financial,finance,USA,NY,New York,New York,2010-06-16,2010-06,2010-Q2,2010,27600000,USD
/company/terracota,Terracotta,software,USA,CA,SF Bay,San Francisco,/company/software-ag,Software AG,,USA,VA,Washington DC,Reston,2011-05-23,2011-05,2011-Q2,2011,,USD
/company/terremark-worldwide,Terremark Worldwide,software,USA,FL,Miami,Miami,/company/verizon,Verizon,mobile,USA,NY,New York,New York,2011-01-01,2011-01,2011-Q1,2011,,USD
/company/terremark-worldwide,Terremark Worldwide,software,USA,FL,Miami,Miami,/company/terremark-worldwide,Terremark Worldwide,software,USA,FL,Miami,Miami,2009-11-12,2009-11,2009-Q4,2009,11500000,USD
/company/terriblyclever-design,Terriblyclever Design,mobile,USA,CA,SF Bay,San Francisco,/company/blackboard,Blackboard,software,USA,DC,Washington DC,Washington,2009-07-14,2009-07,2009-Q3,2009,4000000,USD
/company/testflight,TestFlight,mobile,USA,CA,Los Angeles,Santa Monica,/company/burstly,Burstly,analytics,USA,CA,Los Angeles,Santa Monica,2012-03-01,2012-03,2012-Q1,2012,,USD
/company/testquest,TestQuest,software,USA,MN,Minneapolis,Minneapolis,/company/bsquare,BSQUARE,hardware,USA,WA,Seattle,Bellevue,2008-11-18,2008-11,2008-Q4,2008,2200000,USD
/company/testsource,TestSource,software,USA,MI,Grand Rapids,Grand Rapids,/company/healthcaresource,HealthcareSource,software,USA,MA,Boston,Woburn,2010-11-08,2010-11,2010-Q4,2010,,USD
/company/texeltek,TexelTek,software,USA,MD,Washington DC,Annapolis Junction,/company/tasc,TASC,other,USA,VA,Washington DC,Chantilly,2011-06-03,2011-06,2011-Q2,2011,,USD
/company/textbo,Textbo,web,USA,CA,SF Bay,San Francisco,/company/koofers,Koofers,education,USA,VA,Washington DC,Ashburn,2011-07-01,2011-07,2011-Q3,2011,,USD
/company/the-tv-corporation,The .tv Corporation,games_video,USA,VA,Washington DC,Dulles,/company/verisign,VeriSign Authentication Services,security,USA,CA,SF Bay,Mountain View,2002-01-07,2002-01,2002-Q1,2002,45000000,USD
/company/the-band,The Band,games_video,USA,CO,Denver,Denver,/company/deliveryagent,Delivery Agent,ecommerce,USA,CA,SF Bay,San Francisco,2010-05-11,2010-05,2010-Q2,2010,,USD
/company/the-barbarian-group,The Barbarian Group,advertising,USA,NY,New York,New York,/company/cheil-worldwide,Cheil Worldwide,,,,unknown,,2009-12-01,2009-12,2009-Q4,2009,,USD
/company/the-bump,The Bump,web,USA,AZ,Phoenix,Phoenix,/company/xo-group,XO Group,web,USA,NY,New York,New York,2008-02-28,2008-02,2008-Q1,2008,,USD
/company/the-coop,The Coop,other,USA,IL,Chicago,Chicago,/company/nextspace,NextSpace,web,USA,CA,SF Bay,Santa Cruz,2013-08-13,2013-08,2013-Q3,2013,,USD
/company/the-dealmap,The Dealmap,other,USA,CA,SF Bay,Menlo Park,/company/google,Google,search,USA,CA,SF Bay,Mountain View,2011-08-01,2011-08,2011-Q3,2011,30000000,USD
/company/the-driving-center,The Driving Center,other,USA,NJ,Hillsborough,Hillsborough,/company/fleetrisk-advisors,FleetRisk Advisors,other,USA,GA,Atlanta,Alpharetta,2008-10-03,2008-10,2008-Q4,2008,,USD
/company/the-email-advisor,The Email Advisor,ecommerce,USA,IN,Saint John,Saint John,/company/strongmail,StrongView,enterprise,USA,CA,SF Bay,Redwood City,2009-12-18,2009-12,2009-Q4,2009,,USD
/company/fanfare-group,The Fanfare Group,enterprise,USA,CA,SF Bay,Mountain View,/company/spirent,Spirent Communications,public_relations,USA,CA,Los Angeles,Calabasas,2011-02-14,2011-02,2011-Q1,2011,,USD
/company/the-feedroom,The FeedRoom,public_relations,USA,NY,New York,New York,/company/kit-digital,KIT digital,enterprise,CZE,,Prague,Prague,2009-10-05,2009-10,2009-Q4,2009,10000000,USD
/company/the-frisky,The Frisky,,USA,NY,New York,New York,/company/spin-media,SpinMedia,music,USA,CA,Los Angeles,Hollywood,2011-02-11,2011-02,2011-Q1,2011,,USD
/company/the-fuel-team,The Fuel Team,software,USA,CO,Denver,Denver,/company/pr-newswire,PR Newswire,public_relations,USA,NY,New York,New York,2009-07-31,2009-07,2009-Q3,2009,,USD
/company/the-hoth,The HOTH,advertising,USA,IL,Chicago,Chicago,/company/next-net-media,Next Net Media,,,,unknown,,2013-05-14,2013-05,2013-Q2,2013,,USD
/company/huffingtonpost,The Huffington Post,news,USA,NY,New York,New York,/company/aol,AOL,web,USA,NY,New York,New York,2011-02-07,2011-02,2011-Q1,2011,315000000,USD
